make,model,price,year,mileage,condition,city,state,country,condition2,vin,make,model,item_ID
Jeep,Wrangler Sport 4WD-Supercharged,54650,2015,500,Used,Cary,North Carolina,United States,Used ,Used ,“Brand New! Sale Includes Stock Doors and Top”,“Brand New! Sale Includes Stock Doors and Top”,2.8195E+11
 Ford,F-350 LARIAT FX4 4X4 DIESEL SUNROOF NAV ,40780,2012,62655,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1FT8W3BT4CEB60948,Ford,F-350,4.01087E+11
GMC,Sierra 1500 4WD Crew Cab SLT,41999,2014,25379,Used,Newton,North Carolina,United States,Used,3GTU2VEC0EG263376,GMC,Sierra 1500,3.51673E+11
 Ford,F-150 XLT CREW ECOBOOST V6 BEDLINER ALLOYS ,25980,2014,32385,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1FTFW1CT9EKD61369,Ford,F-150,3.7157E+11
Chevrolet,Corvette Z06 2lz,80400,2015,2500,Used,Clinton Township,Michigan,United States,Used,1G1YR2D64F5605002,Chevrolet,Corvette,1.82053E+11
 Chevrolet,Silverado 1500 SILVERADO LT CREW Z71 4X4 LEATHER 20'S ,31980,2012,26686,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,3GCPKSE71CG187663,Chevrolet,Silverado 1500,1.91823E+11
Other Makes,,40000,1973,93330,Used,San Francisco,California,United States,Used,1973,Clear,Clear,1.91824E+11
Ford,Model A,15900,1929,232, , ,,, , , , , 
Lexus,RX Base Sport Utility 4-Door,33750,2013,21638,Used,Pompano Beach,Florida,United States,Used,2T2ZK1BA5DC114354,Lexus,RX,1.41925E+11
 Lexus,GS F-SPORT SUNROOF NAV REARVIEW CAM ,37980,2014,25182,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,JTHBE1BL4E5036001,Lexus,GS,3.71573E+11
Cadillac,SRX AWD 4dr Performance Collection,33795,2014,27363,Used,Chesterland,Ohio,United States,Used,3GYFNFE39ES569943,Cadillac,SRX,2.01533E+11
Mercedes-Benz,E-Class E350 4matic Sport,29973,2013,31827,Used,Addison,Illinois,United States,Used,WDDHF8JB0DA709078,Mercedes-Benz,E-Class,1.82044E+11
BMW,3-Series 328i,47894,2016,0,Used,Austin,Texas,United States,Used,WBA8E9C55GK644024,BMW,3-Series,2.91705E+11
 Cadillac,CTS 3.6 PERFORMANCE COUPE SUNROOF NAV ,26980,2013,36048,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1G6DK1E31D0117227,Cadillac,CTS,3.71573E+11
Chevrolet,Corvair Convertible,19900,1962,100,Used,Boynton Beach,Florida,United States,Used,1962,Yellow,6,2.22053E+11
Chevrolet,Silverado 1500 LT,24995,2011,54614,Used,Angola,Indiana,United States,Used,3GCPKSE39BG403612,Chevrolet,Silverado 1500,3.11564E+11
Nissan,Titan PRO-4X,33750,2015,8700,Used,Katy,Texas,United States,Used,1N6AA0EC3FN511473,Nissan,Titan,1.52011E+11
Aston Martin,Other 4dr Sdn Auto,93000,2011,21500,Used,Sarasota,Florida,United States,Used,SCFHDDAJ6BAF01689,Aston Martin,Other,1.31734E+11
Ford,F-350 4x4 WORK TRUCK WITH FLATBED,36999,2014,17130,Used,Puyallup,Washington,United States,Used,1FT8W3B65EEB71101,Ford,F-350,4.01086E+11
Mercedes-Benz,C-Class 4dr Sedan C300 4MATIC,51265,2016,0,New,Chandler,Arizona,United States,New,55SWF4KB8GU135347,Mercedes-Benz,C-Class,3.71573E+11
 Mercedes-Benz,C-Class C300 SPORT P1 AWD SUNROOF NAV ,22780,2012,43860,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WDDGF8BBXCR211643,Mercedes-Benz,C-Class,1.91824E+11
Chevrolet,Impala 4door hardtop,5000,1966,36000,Used,Morrow,Georgia,United States,Used ,Used ,"“Fair paint with vinyl top, seats has some wear but not too ragged out, minor rust in some spots.”","“Fair paint with vinyl top, seats has some wear but not too ragged out, minor rust in some spots.”",1.62004E+11
Toyota,Tacoma AUTOMATIC CLEAN RWD EXTENDED CAB REAR SEATS CPO WARRANTY,8900,2004,129592,Certified pre-owned,Pompano Beach,Florida,United States,Certified pre-owned,5TEVL52N64Z343632,Toyota,Tacoma,3.8157E+11
Mercedes-Benz,S-Class Mercedes-Benz S63 4Matic Sedan,159573,2016,12,New,Broomfield,Colorado,United States,New,WDDUG7JB6GA243408,Mercedes-Benz,S-Class,3.11562E+11
 Mercedes-Benz,E-Class E350 CONVERTIBLE P1 NAV 19'S ,32780,2012,25013,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WDDKK5KF6CF147724,Mercedes-Benz,E-Class,3.71575E+11
Chevrolet,Camaro LT,25925,2015,0,New,Cary,North Carolina,United States,New,2G1FF1E34F9194587,Chevrolet,Camaro,2.31873E+11
GMC,Yukon AWD 4dr 1500 Denali,51450,2014,19154,Used,Livingston,New Jersey,United States,Used ,Used ,“This car is in excellent condition inside and out. I have personally driven this car as the original owner since buying it in April 2014. It has never been in an accident and the car has had all required maintenance. Vehicle is still under the manufacturer's warranty as well.I have clean title on this car and I have title in hand.”,“This car is in excellent condition inside and out. I have personally driven this car as the original owner since buying it in April 2014. It has never been in an accident and the car has had all required maintenance. Vehicle is still under the manufacturer's warranty as well.I have clean title on this car and I have title in hand.”,1.31747E+11
Ford,E-Series Van AMBULANCE,20000,2005,34959,Used,Athens,Pennsylvania,United States,Used,1FDXE45PX5HB49520,Ford,E-Series Van,1.62002E+11
BMW,2 Series 228i,42995,2016,3633,Used,San Diego,California,United States,Used,WBA1K9C53GV321745,BMW,2 Series,3.11566E+11
Acura,MDX 4dr SUV Tour,9999,2003,84761,Used,Pompano Beach,Florida,United States,Used,2HNYD18723H533296,Acura,MDX,1.82047E+11
 Rolls-Royce,Ghost Base ,239900,2014,1667,Used,Woodland Hills,California,United States,Used,SCA664S54EUX52784,Rolls-Royce,Ghost,2.52315E+11
Ford,Cabriolet,57900,1934,88996,Used,Lansdale,Pennsylvania,United States,Used,1934,Other,Clear,1.72113E+11
Pontiac,Other,4950,1957,154170,Used,Delano,Minnesota,United States,Used,C857H9352,Pontiac,Other,2.01538E+11
 Mazda,Other Sport ,11900,2008,85125,Used,Cedarburg,Wisconsin,United States,Used ,Used ,“Local 1 owner trade super clean”,“Local 1 owner trade super clean”,2.31874E+11
Chevrolet,Camaro LT,25787,2015,0,New,Cary,North Carolina,United States,New,2G1FD1E32F9266988,Chevrolet,Camaro,2.31873E+11
Chevrolet,Chevelle Malibu,13795,1972,76132,Used,Winter Haven,Florida,United States,Used ,Used ,"“This is an all Original, with exception of the paint job and plastic interior dome light cover, 1972 Chevy Chevelle Malibu that has been owned and garage kept by 1 owner. She has been serviced regularly, has a strong engine, and has new tires on her. The engine is a 307 with power steering, power brakes and has AC and an AM radio. The radio and AC do not work and there is a tear in one area of the front seat. Minor dings to the body, otherwise a beauty!”","“This is an all Original, with exception of the paint job and plastic interior dome light cover, 1972 Chevy Chevelle Malibu that has been owned and garage kept by 1 owner. She has been serviced regularly, has a strong engine, and has new tires on her. The engine is a 307 with power steering, power brakes and has AC and an AM radio. The radio and AC do not work and there is a tear in one area of the front seat. Minor dings to the body, otherwise a beauty!”",2.72167E+11
 Chrysler,Pacifica Touring Sport Utility 4-Door ,3700,2005,171272,Used,Houston,Texas,United States,Used ,Used ,"“2005 CHRYSLER PACIFICA FOR SALE VEHICLE IS CLEAN BUT HAS HIGH MILEAGE, WEAR AND TEAR IS NORMAL FOR MILEAGE, MAY NEED SUSPENSION WORK, THE FOLLOWING LIGHTS APPEAR ON THE VEHICLE: ABS TRACTION CONTROL CHECK ENGINEVEHICLE SALE WILL BE AS IS”","“2005 CHRYSLER PACIFICA FOR SALE VEHICLE IS CLEAN BUT HAS HIGH MILEAGE, WEAR AND TEAR IS NORMAL FOR MILEAGE, MAY NEED SUSPENSION WORK, THE FOLLOWING LIGHTS APPEAR ON THE VEHICLE: ABS TRACTION CONTROL CHECK ENGINEVEHICLE SALE WILL BE AS IS”",1.21918E+11
Mercedes-Benz,C-Class C250,21591,2013,33775,Used,Miami,Florida,United States,Used,WDDGF4HB7DR291226,Mercedes-Benz,C-Class,3.22021E+11
Toyota,Camry SE,4300,2002,91615,Used,Paterson,New Jersey,United States,Used,4T1BE32K02U055713,Toyota,Camry,1.21921E+11
BMW,X5 xDrive50i,82044,2016,0,New,Austin,Texas,United States,New,5UXKR6C55G0J80853,BMW,X5,2.91705E+11
 Ford,Mustang GT BOSS 302 ,36495,2013,6168,Used,Chester,Virginia,United States,Used ,Used ,“This BOSS 302 is a GORGEOUS car. We have found zero blemishes in the paint. The interior is also in great shape. The radio screen has some scratches on the plastic. This beauty is ready for its new owner! You won't find a nicer Boss 302!”,“This BOSS 302 is a GORGEOUS car. We have found zero blemishes in the paint. The interior is also in great shape. The radio screen has some scratches on the plastic. This beauty is ready for its new owner! You won't find a nicer Boss 302!”,2.81945E+11
Other Makes,,48000,1967,1109,Used,Indianapolis,Indiana,United States,Used ,Used ,"“VEHICLE IS IN EXCELLENT CONDITION! ALL SERVICES UP TO DATE. FOR MORE DETAILS AND HIGH-RES PHOTOS, PLEASE VISIT: http://www.gatormotorsport.com/sales/inventory/preowned/1967-superformance-s-1-blue-over-black-leather-300hp-rotrex-sc-quaife”","“VEHICLE IS IN EXCELLENT CONDITION! ALL SERVICES UP TO DATE. FOR MORE DETAILS AND HIGH-RES PHOTOS, PLEASE VISIT: http://www.gatormotorsport.com/sales/inventory/preowned/1967-superformance-s-1-blue-over-black-leather-300hp-rotrex-sc-quaife”",3.31793E+11
 BMW,5-Series M5 SEDAN ,25500,2008,95059,Used,Houston,Texas,United States,Used ,Used ,“Clean autocheck! Zero accidents! A well maintained machine. Fully loaded with all options”,“Clean autocheck! Zero accidents! A well maintained machine. Fully loaded with all options”,3.31791E+11
 Ford,E-Series Van E-450 Super ,19900,2008,15,Used,Hollywood,Florida,United States,Used,1FDXE45P58DA39664,Ford,E-Series Van,3.71565E+11
 Chevrolet,Suburban 4WD 4dr 1500 ,21495,2009,123953,Used,Tomball,Texas,United States,Used ,Used ,“One Owner Clean Carfax Z71 4x4”,“One Owner Clean Carfax Z71 4x4”,1.61987E+11
 Dodge,Dart GTS ,54900,1967,87438,Used,Beaumont,California,United States,Used,LP23B72125144,Dodge,Dart,1.72129E+11
Ford,Deluxe,37500,1938,0,Used,Mount Vernon,Washington,United States,Used,1184521641,Ford,Deluxe,1.82049E+11
Chevrolet,Silverado 1500 SILVERADO 71,7900,2004,163700,Used,Denver,Pennsylvania,United States,Used ,Used ,“ENGINE AND TRANY ARE %100 CLEAN .THE FRONT RIGHT DOOR HAVE A DENT THAT YOU CAN SEE ON THE PICTURES.”,“ENGINE AND TRANY ARE %100 CLEAN .THE FRONT RIGHT DOOR HAVE A DENT THAT YOU CAN SEE ON THE PICTURES.”,1.82052E+11
Chevrolet,Chevelle malibu,39500,1970,99999,Used,Arlington,Washington,United States,Used,1970,black,black,1.21915E+11
Porsche,911 Carrera Convertible 2-Door,95800,1988,19330,Used,Cleveland,Ohio,United States,Used,WP0EB0915JS171005,Porsche,911,3.91402E+11
Toyota,"Tundra CUSTOM LIFTED FUEL FLARES 35""S",49890,2016,214,Used,Tampa,Florida,United States,Used,5TFDW5F17GX511266,Toyota,Tundra,2.31875E+11
Mercedes-Benz,E-Class 4dr Sedan E350 Sport 4MATIC *Ltd Avail*,27900,2013,42171,Used,Fredericksburg,Virginia,United States,Used,WDDHF8JB7DA729845,Mercedes-Benz,E-Class,2.01537E+11
 Ford,F-350 2WD Reg Cab ,14900,2008,127447,Used,Houston,Texas,United States,Used ,Used ,“TAKE LOOK AT THIS 2008 F-350 UTILITY SERVICE TRUCK WITH TOMMY LIFT GATE ACCIDENT FREE WITH JUST TWO PREVIOUS READY TO WORK NEED DRIVE PLEASE CALL SHAW @ 832 868 7877 .... FREE SHIPPING UP TO 500 WITH BUY IT NOW.”,“TAKE LOOK AT THIS 2008 F-350 UTILITY SERVICE TRUCK WITH TOMMY LIFT GATE ACCIDENT FREE WITH JUST TWO PREVIOUS READY TO WORK NEED DRIVE PLEASE CALL SHAW @ 832 868 7877 .... FREE SHIPPING UP TO 500 WITH BUY IT NOW.”,2.62309E+11
Chevrolet,Bel Air/150/210,26999,1955,58343,Used,Sherman,Texas,United States,Used,VC55K120198,Chevrolet,Bel Air/150/210,3.71572E+11
Toyota,Camry LE,4700,2004,139000,Used,Houston,Texas,United States,Used,4T1BE32K34U887212,Toyota,Camry,1.82049E+11
BMW,3-Series 320i,36554,2016,0,Used,Austin,Texas,United States,Used,WBA8E1G5XGNT34316,BMW,3-Series,2.91705E+11
 Bentley,Continental Flying Spur Flying Spur Sedan 4-Door ,49995,2006,37500,Used,Austin,Texas,United States,Used,WBA8E1G5XGNT34316,BMW,3-Series,2.91705E+11
Ford,Mustang AMAZING MUSTANG GT FULL RACE CAR RUNS 10,25500,1988,150,Used,West Bloomfield,Michigan,United States,Used ,Used ,“FULL DRAG RACE CAR AND HAULMARK TRAILER SOLD AS PACKAGE ONLY! CAR HAS CLEAR TITLE AND CAN BE REREGISTERED FOR STREET USE”,“FULL DRAG RACE CAR AND HAULMARK TRAILER SOLD AS PACKAGE ONLY! CAR HAS CLEAR TITLE AND CAN BE REREGISTERED FOR STREET USE”,2.31871E+11
 Mercedes-Benz,E-Class E350 SPORT SUNROOF PADDLE SHIFT ,26780,2011,38119,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WDDHF5GB4BA373860,Mercedes-Benz,E-Class,4.01086E+11
BMW,3-Series 335i,22000,2009,55944,Used,Mundelein,Illinois,United States,Used,WBAWL73569P178935,BMW,3-Series,3.81566E+11
BMW,3-Series Sports Wagon,53394,2016,0,New,Austin,Texas,United States,New,WBA8G5C58GK442457,BMW,3-Series,2.91705E+11
Chevrolet,Monte Carlo ls,6500,1987,150000,Used,San Diego,California,United States,Used,1G1GZ11H6HR108458,Chevrolet,Monte Carlo,1.11936E+11
Chevrolet,Silverado 1500 4WD Crew Cab 143.5 LT w/2LT Rocky Ridge Edition,55945,2016,14,New,Wilkesboro,North Carolina,United States,New,3GCUKREC4GG212943,Chevrolet,Silverado 1500,2.91705E+11
Chevrolet,Impala Biscayne,24000,1964,999999,Used,Wichita,Kansas,United States,Used,1964,Automatic,Vehicle does NOT have an existing warranty,1.21917E+11
Jaguar,F-TYPE S,69800,2015,5361,Used,Cary,North Carolina,United States,Used,SAJWA6BC0F8K14693,Jaguar,F-TYPE,2.8195E+11
BMW,M3 Coupe with Carbon roof,33000,2010,81000,Used,Little Rock,Arkansas,United States,Used,WBSWD9C58AP362668,BMW,M3,2.62332E+11
Chevrolet,Silverado 2500 LS Crew Cab Pickup 4-Door,15000,2004,202058,Used,Clinton,Iowa,United States,Used ,Used ,"“Passenger side rocker is rusty, driver's side is much better, but still has some bubbles and a little rust. Lid for center console is cracked. A little wear on driver's seat.”","“Passenger side rocker is rusty, driver's side is much better, but still has some bubbles and a little rust. Lid for center console is cracked. A little wear on driver's seat.”",3.22037E+11
Other Makes,Fortwo 2dr Coupe Prime,19680,2016,0,New,Chandler,Arizona,United States,New,WMEFJ5DA6GK051445,smart,Fortwo,3.71572E+11
Ford,E-Series Van XLT,17840,2011,48586,Used,Charlotte,North Carolina,United States,Used,1FDNE1BW1BDB15387,Ford,E-Series Van,3.71569E+11
Ferrari,430 Coupe F1,156900,2008,3382,Used,West Palm Beach,Florida,United States,Used,ZFFEW58A480163035,Ferrari,430,3.91405E+11
Ford,Ranger XLT,14995,2008,47000,Used,Kulpmont,Pennsylvania,United States,Used,1FTZR45EX8PA44602,Ford,Ranger,1.31749E+11
Porsche,911 Carrera 4S,32995,2004,58545,Used,Houston,Texas,United States,Used,WP0AA299X4S622985,Porsche,911,1.5201E+11
Mercedes-Benz,G-Class 4MATIC 4dr G,119980,2014,3900,Used,Jonesboro,Arkansas,United States,Used,WDCYC7DF4EX221854,Mercedes-Benz,G-Class,1.11926E+11
Other Makes,excalibur touring sedan,49900,Canada,1988,Used,Montreal,Quebec,Canada,Used,1xasf4310jm004488,1988,excalibur,2.52298E+11
BMW,3-Series 320i,36094,2016,0,Used,Austin,Texas,United States,Used,WBA8E1G57GNT34631,BMW,3-Series,2.91705E+11
 Mercedes-Benz,CLA-Class CLA250 P1 HEATED SEATS XENONS ,31980,2014,22340,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WDDSJ4EB3EN037471,Mercedes-Benz,CLA-Class,3.71571E+11
Chevrolet,SS SEDAN *JUNGLE GREEN METALLIC* LS3-6.2L V8 Engine,49700,2016,4,New,Houston,Texas,United States,New,6G3F15RW0GL204658,SS,2016,1.72123E+11
BMW,M6 Coupe,29500,2006,64168,Used,Scottsdale,Arizona,United States,Used,WBSEH93426B797486,BMW,M6,2.72167E+11
Mercedes-Benz,300-Series 4 Dr Turbodiesel,13950,1987,90332,Used,Feasterville-Trevose,Pennsylvania,United States,Used,WDBCB25D7HA312917,Mercedes-Benz,300-Series,1.91825E+11
BMW,5-Series,7000,2004,119000,Used,Dallas,Texas,United States,Used,wbana73504b808522,BMW,5-Series,3.01897E+11
 Land Rover,Range Rover County LWB Sport Utility 4-Door ,31000,1995,165347,Used,Austin,Texas,United States,Used ,Used ,"“Completely, professionally refurbished.”","“Completely, professionally refurbished.”",2.72169E+11
Audi,A4 2.0T,12995,2009,63030,Used,Tampa,Florida,United States,Used,WAUAF48H69K005092,Audi,A4,1.31743E+11
Ford,Taurus SHO,6900,1995,61900,Used,Sugar Land,Texas,United States,Used,1FALP54P2SA154449,Ford,Taurus,2.2205E+11
Chevrolet,Malibu 4dr Sedan LT w/1LT,29280,2016,0,New,Buford,Georgia,United States,New,1G1ZE5ST0GF224267,Chevrolet,Malibu,2.62324E+11
 Porsche,Cayman S SPORT CHRONO AUTOMATIC NAV ,36980,2009,57546,Used,Stafford,Texas,United States,Used,WP0AB29889U780256,Porsche,Cayman,4.01085E+11
 Chevrolet,"Camaro LT RS AUTO SUNROOF NAV 20"" WHEELS ",24980,2014,16462,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,2G1FB1E31E9313884,Chevrolet,Camaro,1.91822E+11
Chevrolet,Corvette Stingray Convertible 2-Door,73229,2015,21,New,Williston,North Dakota,United States,New,1G1YM3D74F5104740,Chevrolet,Corvette,3.01892E+11
Infiniti,G37 X Sedan 4-Door,16250,2009,52007,Used,Hopkins,Minnesota,United States,Used,JNKCV61F69M353660,G37,2009,3.22039E+11
BMW,3-Series Sport-Line PREM,36500,2013,18332,Certified pre-owned,Dallas,Texas,United States,Certified pre-owned ,Certified pre-owned ,"“Don't hestitate to call me if you want to chat about this BMW. Ron, 214-417-8830”","“Don't hestitate to call me if you want to chat about this BMW. Ron, 214-417-8830”",3.22033E+11
BMW,X3 sDrive28i,50895,2016,0,New,San Diego,California,United States,New,5UXWZ7C57G0T42540,BMW,X3,3.11565E+11
Jeep,Cherokee 4 Door Sport 4x4 LOW MILES 38K!!! 1 OWNER,10000,2001,38598,Used,Wayne,New Jersey,United States,Used,1J4FF48S61L585750,Jeep,Cherokee,1.11924E+11
Ford,Mustang 16 ROUSH RS3 Stage 3 Supercharged 670HP,70945,2016,20,New,Greenwood,Indiana,United States,New,1FA6P8CF8G5212295,Ford,Mustang,1.61987E+11
Ford,Fusion SE,15988,2013,40280,Used,Austin,Texas,United States,Used,3FA6P0HR2DR107779,Ford,Fusion,1.62005E+11
 Chevrolet,Cruze LS SEDAN 1.8L AUTO BLUETOOTH ,14980,2014,24625,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1G1PA5SH7E7125001,Chevrolet,Cruze,1.91822E+11
 Chevrolet,Silverado 1500 LT CREW LEATHER REAR CAM 20'S ,28980,2012,25426,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,3GCPCSE01CG310717,Chevrolet,Silverado 1500,3.71571E+11
Audi,S8 4.0T,71994,2013,16945,Used,Las Vegas,Nevada,United States,Used,WAUD2AFD2DN011552,Audi,S8,2.01538E+11
Porsche,911 Carrera S Coupe,37000,2005,43278,Used,Wilmington,North Carolina,United States,Used ,Used ,"“2005 911 manual transmission silver with black interior has navigation only 43,278 miles adult owned always garaged kept has new tires on rear front have at least 80%left up to date on services Have all service history interior is in good shape body the same has some typical marks on front hood from the road other then that the car is very nice”","“2005 911 manual transmission silver with black interior has navigation only 43,278 miles adult owned always garaged kept has new tires on rear front have at least 80%left up to date on services Have all service history interior is in good shape body the same has some typical marks on front hood from the road other then that the car is very nice”",1.72133E+11
